,NUMERO EXPEDIENTE,DESCRIPCION CAUSA
54868,2016S003220    ,No hi ha causa mediata
54869,2016S006652    ,No hi ha causa mediata
54870,2016S009721    ,No hi ha causa mediata
54871,2016S009396    ,No hi ha causa mediata
54872,2016S008069    ,No hi ha causa mediata
54873,2016S007491    ,No hi ha causa mediata
54874,2016S001538    ,No hi ha causa mediata
54875,2016S002315    ,No hi ha causa mediata
54876,2016S004336    ,No hi ha causa mediata
54877,2016S008892    ,No hi ha causa mediata
54878,2016S002020    ,No hi ha causa mediata
54879,2016S004591    ,No hi ha causa mediata
54880,2016S009148    ,No hi ha causa mediata
54881,2016S008745    ,No hi ha causa mediata
54882,2016S001520    ,No hi ha causa mediata
54883,2016S005197    ,No hi ha causa mediata
54884,2016S009787    ,No hi ha causa mediata
54885,2016S007762    ,No hi ha causa mediata
54886,2016S007219    ,No hi ha causa mediata
54887,2016S000097    ,No hi ha causa mediata
54888,2016S009479    ,No hi ha causa mediata
54889,2016S004972    ,No hi ha causa mediata
54890,2016S010138    ,No hi ha causa mediata
54891,2016S009628    ,No hi ha causa mediata
54892,2016S006313    ,No hi ha causa mediata
54893,2016S003433    ,No hi ha causa mediata
54894,2016S000083    ,No hi ha causa mediata
54895,2016S009569    ,No hi ha causa mediata
54896,2016S004917    ,No hi ha causa mediata
54897,2016S001103    ,No hi ha causa mediata
54898,2016S003245    ,No hi ha causa mediata
54899,2016S001327    ,No hi ha causa mediata
54900,2016S003496    ,No hi ha causa mediata
54901,2016S007296    ,No hi ha causa mediata
54902,2016S008812    ,No hi ha causa mediata
54903,2016S008091    ,No hi ha causa mediata
54904,2016S009570    ,No hi ha causa mediata
54905,2016S002289    ,No hi ha causa mediata
54906,2016S006818    ,No hi ha causa mediata
54907,2016S002880    ,Excés de velocitat o inadequada
54908,2016S002728    ,No hi ha causa mediata
54909,2016S003917    ,No hi ha causa mediata
54910,2016S009354    ,No hi ha causa mediata
54911,2016S008960    ,No hi ha causa mediata
54912,2016S005685    ,No hi ha causa mediata
54913,2016S004872    ,No hi ha causa mediata
54914,2016S009085    ,No hi ha causa mediata
54915,2016S008494    ,No hi ha causa mediata
54916,2016S001081    ,No hi ha causa mediata
54917,2016S003149    ,No hi ha causa mediata
54918,2016S009336    ,No hi ha causa mediata
54919,2016S009537    ,No hi ha causa mediata
54920,2016S002935    ,No hi ha causa mediata
54921,2016S001239    ,No hi ha causa mediata
54922,2016S009310    ,No hi ha causa mediata
54923,2016S007906    ,No hi ha causa mediata
54924,2016S004845    ,No hi ha causa mediata
54925,2016S003038    ,No hi ha causa mediata
54926,2016S004954    ,No hi ha causa mediata
54927,2016S007553    ,No hi ha causa mediata
54928,2016S002286    ,No hi ha causa mediata
54929,2016S005293    ,No hi ha causa mediata
54930,2016S005375    ,No hi ha causa mediata
54931,2016S005782    ,No hi ha causa mediata
54932,2016S002027    ,No hi ha causa mediata
54933,2016S006739    ,No hi ha causa mediata
54934,2016S007159    ,No hi ha causa mediata
54935,2016S009076    ,No hi ha causa mediata
54936,2016S005369    ,No hi ha causa mediata
54937,2016S006203    ,No hi ha causa mediata
54938,2016S001479    ,No hi ha causa mediata
54939,2016S007232    ,No hi ha causa mediata
54940,2016S008280    ,No hi ha causa mediata
54941,2016S004192    ,No hi ha causa mediata
54942,2016S006769    ,No hi ha causa mediata
54943,2016S007468    ,Alcoholèmia
54944,2016S002734    ,No hi ha causa mediata
54945,2016S005404    ,No hi ha causa mediata
54946,2016S001118    ,No hi ha causa mediata
54947,2016S006669    ,No hi ha causa mediata
54948,2016S008175    ,No hi ha causa mediata
54949,2016S008117    ,No hi ha causa mediata
54950,2016S000075    ,No hi ha causa mediata
54951,2016S006036    ,No hi ha causa mediata
54952,2016S001950    ,No hi ha causa mediata
54953,2016S004495    ,No hi ha causa mediata
54954,2016S002822    ,No hi ha causa mediata
54955,2016S000960    ,No hi ha causa mediata
54956,2016S004454    ,No hi ha causa mediata
54957,2016S002606    ,No hi ha causa mediata
54958,2016S007127    ,No hi ha causa mediata
54959,2016S000657    ,No hi ha causa mediata
54960,2016S006316    ,No hi ha causa mediata
54961,2016S005637    ,No hi ha causa mediata
54962,2016S006115    ,Alcoholèmia
54963,2016S000208    ,Alcoholèmia
54964,2016S000198    ,No hi ha causa mediata
54965,2016S000834    ,No hi ha causa mediata
54966,2016S005280    ,No hi ha causa mediata
54967,2016S003579    ,Alcoholèmia
54968,2016S005665    ,No hi ha causa mediata
54969,2016S007742    ,No hi ha causa mediata
54970,2016S000188    ,No hi ha causa mediata
54971,2016S009183    ,No hi ha causa mediata
54972,2016S000638    ,No hi ha causa mediata
54973,2016S009461    ,No hi ha causa mediata
54974,2016S009996    ,No hi ha causa mediata
54975,2016S007618    ,No hi ha causa mediata
54976,2016S000561    ,No hi ha causa mediata
54977,2016S002737    ,No hi ha causa mediata
54978,2016S004296    ,No hi ha causa mediata
54979,2016S000849    ,No hi ha causa mediata
54980,2016S000954    ,Alcoholèmia
54981,2016S001625    ,No hi ha causa mediata
54982,2016S002422    ,No hi ha causa mediata
54983,2016S004541    ,No hi ha causa mediata
54984,2016S002972    ,Alcoholèmia
54985,2016S008429    ,No hi ha causa mediata
54986,2016S004209    ,No hi ha causa mediata
54987,2016S007007    ,No hi ha causa mediata
54988,2016S005275    ,No hi ha causa mediata
54989,2016S000249    ,No hi ha causa mediata
54990,2016S002520    ,No hi ha causa mediata
54991,2016S008977    ,No hi ha causa mediata
54992,2016S001649    ,No hi ha causa mediata
54993,2016S009807    ,No hi ha causa mediata
54994,2016S000442    ,No hi ha causa mediata
54995,2016S007442    ,No hi ha causa mediata
54996,2016S003244    ,No hi ha causa mediata
54997,2016S006688    ,No hi ha causa mediata
54998,2016S009602    ,No hi ha causa mediata
54999,2016S009824    ,No hi ha causa mediata
55000,2016S004876    ,No hi ha causa mediata
55001,2016S000102    ,Excés de velocitat o inadequada
55002,2016S002356    ,Alcoholèmia
55003,2016S009359    ,No hi ha causa mediata
55004,2016S000689    ,No hi ha causa mediata
55005,2016S008723    ,No hi ha causa mediata
55006,2016S006710    ,No hi ha causa mediata
55007,2016S003037    ,No hi ha causa mediata
55008,2016S001261    ,No hi ha causa mediata
55009,2016S008163    ,No hi ha causa mediata
55010,2016S002310    ,No hi ha causa mediata
55011,2016S004827    ,No hi ha causa mediata
55012,2016S000246    ,No hi ha causa mediata
55013,2016S000845    ,No hi ha causa mediata
55014,2016S005589    ,No hi ha causa mediata
55015,2016S001260    ,No hi ha causa mediata
55016,2016S007937    ,No hi ha causa mediata
55017,2016S000005    ,No hi ha causa mediata
55018,2016S006139    ,No hi ha causa mediata
55019,2016S007257    ,No hi ha causa mediata
55020,2016S005655    ,No hi ha causa mediata
55021,2016S006202    ,No hi ha causa mediata
55022,2016S007079    ,No hi ha causa mediata
55023,2016S008286    ,No hi ha causa mediata
55024,2016S002934    ,No hi ha causa mediata
55025,2016S000734    ,No hi ha causa mediata
55026,2016S001721    ,No hi ha causa mediata
55027,2016S001043    ,No hi ha causa mediata
55028,2016S001177    ,No hi ha causa mediata
55029,2016S005816    ,No hi ha causa mediata
55030,2016S002790    ,No hi ha causa mediata
55031,2016S007667    ,No hi ha causa mediata
55032,2016S009685    ,No hi ha causa mediata
55033,2016S004338    ,No hi ha causa mediata
55034,2016S006555    ,No hi ha causa mediata
55035,2016S007914    ,No hi ha causa mediata
55036,2016S001042    ,No hi ha causa mediata
55037,2016S006839    ,No hi ha causa mediata
55038,2016S000409    ,No hi ha causa mediata
55039,2016S003131    ,No hi ha causa mediata
55040,2016S008223    ,No hi ha causa mediata
55041,2016S002280    ,No hi ha causa mediata
55042,2016S004759    ,No hi ha causa mediata
55043,2016S001094    ,No hi ha causa mediata
55044,2016S007072    ,No hi ha causa mediata
55045,2016S004226    ,No hi ha causa mediata
55046,2016S002377    ,No hi ha causa mediata
55047,2016S007791    ,No hi ha causa mediata
55048,2016S002885    ,No hi ha causa mediata
55049,2016S006027    ,No hi ha causa mediata
55050,2016S007997    ,Excés de velocitat o inadequada
55051,2016S003773    ,No hi ha causa mediata
55052,2016S009749    ,No hi ha causa mediata
55053,2016S007995    ,No hi ha causa mediata
55054,2016S002499    ,No hi ha causa mediata
55055,2016S001017    ,No hi ha causa mediata
55056,2016S006518    ,No hi ha causa mediata
55057,2016S003540    ,No hi ha causa mediata
55058,2016S001088    ,No hi ha causa mediata
55059,2016S004080    ,No hi ha causa mediata
55060,2016S007529    ,No hi ha causa mediata
55061,2016S001063    ,No hi ha causa mediata
55062,2016S003383    ,No hi ha causa mediata
55063,2016S002590    ,No hi ha causa mediata
55064,2016S004299    ,No hi ha causa mediata
55065,2016S009961    ,No hi ha causa mediata
55066,2016S004188    ,No hi ha causa mediata
55067,2016S000288    ,No hi ha causa mediata
55068,2016S009952    ,No hi ha causa mediata
55069,2016S009196    ,No hi ha causa mediata
55070,2016S006341    ,No hi ha causa mediata
55071,2016S000017    ,No hi ha causa mediata
55072,2016S009031    ,No hi ha causa mediata
55073,2016S007067    ,Alcoholèmia
55074,2016S005989    ,No hi ha causa mediata
55075,2016S001183    ,No hi ha causa mediata
55076,2016S003322    ,No hi ha causa mediata
55077,2016S009591    ,No hi ha causa mediata
55078,2016S004006    ,No hi ha causa mediata
55079,2016S004847    ,No hi ha causa mediata
55080,2016S003566    ,No hi ha causa mediata
55081,2016S002525    ,No hi ha causa mediata
55082,2016S001020    ,No hi ha causa mediata
55083,2016S006294    ,No hi ha causa mediata
55084,2016S002180    ,No hi ha causa mediata
55085,2016S003591    ,No hi ha causa mediata
55086,2016S007567    ,No hi ha causa mediata
55087,2016S002951    ,No hi ha causa mediata
55088,2016S006256    ,No hi ha causa mediata
55089,2016S007999    ,Alcoholèmia
55090,2016S004676    ,No hi ha causa mediata
55091,2016S004375    ,No hi ha causa mediata
55092,2016S008155    ,No hi ha causa mediata
55093,2016S004619    ,No hi ha causa mediata
55094,2016S003399    ,No hi ha causa mediata
55095,2016S000192    ,No hi ha causa mediata
55096,2016S005267    ,No hi ha causa mediata
55097,2016S005213    ,No hi ha causa mediata
55098,2016S001529    ,No hi ha causa mediata
55099,2016S007634    ,No hi ha causa mediata
55100,2016S007307    ,Alcoholèmia
55101,2016S010088    ,No hi ha causa mediata
55102,2016S004804    ,No hi ha causa mediata
55103,2016S002751    ,No hi ha causa mediata
55104,2016S002573    ,No hi ha causa mediata
55105,2016S007367    ,No hi ha causa mediata
55106,2016S006159    ,No hi ha causa mediata
55107,2016S005698    ,No hi ha causa mediata
55108,2016S005968    ,No hi ha causa mediata
55109,2016S002624    ,No hi ha causa mediata
55110,2016S007000    ,No hi ha causa mediata
55111,2016S008081    ,Calçada en mal estat
55112,2016S004620    ,No hi ha causa mediata
55113,2016S004400    ,No hi ha causa mediata
55114,2016S001895    ,No hi ha causa mediata
55115,2016S009971    ,Alcoholèmia
55116,2016S007882    ,Alcoholèmia
55117,2016S007882    ,Excés de velocitat o inadequada
55118,2016S001249    ,No hi ha causa mediata
55119,2016S006841    ,No hi ha causa mediata
55120,2016S003902    ,No hi ha causa mediata
55121,2016S007782    ,No hi ha causa mediata
55122,2016S009951    ,No hi ha causa mediata
55123,2016S010074    ,No hi ha causa mediata
55124,2016S006048    ,No hi ha causa mediata
55125,2016S000642    ,No hi ha causa mediata
55126,2016S002952    ,No hi ha causa mediata
55127,2016S009481    ,No hi ha causa mediata
55128,2016S006503    ,No hi ha causa mediata
55129,2016S008008    ,No hi ha causa mediata
55130,2016S000906    ,No hi ha causa mediata
55131,2016S005674    ,No hi ha causa mediata
55132,2016S004820    ,No hi ha causa mediata
55133,2016S006408    ,No hi ha causa mediata
55134,2016S001263    ,No hi ha causa mediata
55135,2016S005178    ,No hi ha causa mediata
55136,2016S000904    ,No hi ha causa mediata
55137,2016S007209    ,No hi ha causa mediata
55138,2016S000326    ,No hi ha causa mediata
55139,2016S003570    ,No hi ha causa mediata
55140,2016S000937    ,No hi ha causa mediata
55141,2016S003934    ,No hi ha causa mediata
55142,2016S000160    ,No hi ha causa mediata
55143,2016S007350    ,No hi ha causa mediata
55144,2016S001121    ,No hi ha causa mediata
55145,2016S005572    ,Alcoholèmia
55146,2016S008654    ,No hi ha causa mediata
55147,2016S007664    ,No hi ha causa mediata
55148,2016S009920    ,No hi ha causa mediata
55149,2016S006926    ,No hi ha causa mediata
55150,2016S007687    ,No hi ha causa mediata
55151,2016S003040    ,No hi ha causa mediata
55152,2016S007774    ,No hi ha causa mediata
55153,2016S006707    ,No hi ha causa mediata
55154,2016S010063    ,No hi ha causa mediata
55155,2016S003106    ,No hi ha causa mediata
55156,2016S000630    ,No hi ha causa mediata
55157,2016S006083    ,No hi ha causa mediata
55158,2016S001120    ,No hi ha causa mediata
55159,2016S003930    ,No hi ha causa mediata
55160,2016S001975    ,No hi ha causa mediata
55161,2016S004639    ,No hi ha causa mediata
55162,2016S003861    ,No hi ha causa mediata
55163,2016S000746    ,No hi ha causa mediata
55164,2016S002290    ,No hi ha causa mediata
55165,2016S000327    ,No hi ha causa mediata
55166,2016S001015    ,No hi ha causa mediata
55167,2016S004975    ,No hi ha causa mediata
55168,2016S002798    ,No hi ha causa mediata
55169,2016S002996    ,No hi ha causa mediata
55170,2016S000962    ,No hi ha causa mediata
55171,2016S009880    ,Alcoholèmia
55172,2016S002138    ,No hi ha causa mediata
55173,2016S001995    ,No hi ha causa mediata
55174,2016S004130    ,No hi ha causa mediata
55175,2016S003822    ,No hi ha causa mediata
55176,2016S000632    ,No hi ha causa mediata
55177,2016S002263    ,No hi ha causa mediata
55178,2016S001067    ,No hi ha causa mediata
55179,2016S006705    ,No hi ha causa mediata
55180,2016S004867    ,No hi ha causa mediata
55181,2016S002574    ,No hi ha causa mediata
55182,2016S004764    ,No hi ha causa mediata
55183,2016S008509    ,No hi ha causa mediata
55184,2016S008259    ,No hi ha causa mediata
55185,2016S006131    ,No hi ha causa mediata
55186,2016S008692    ,No hi ha causa mediata
55187,2016S006155    ,Alcoholèmia
55188,2016S007476    ,No hi ha causa mediata
55189,2016S004117    ,No hi ha causa mediata
55190,2016S007688    ,No hi ha causa mediata
55191,2016S000180    ,Excés de velocitat o inadequada
55192,2016S008107    ,No hi ha causa mediata
55193,2016S008900    ,No hi ha causa mediata
55194,2016S010139    ,No hi ha causa mediata
55195,2016S001831    ,No hi ha causa mediata
55196,2016S005107    ,No hi ha causa mediata
55197,2016S007426    ,No hi ha causa mediata
55198,2016S007488    ,No hi ha causa mediata
55199,2016S002915    ,No hi ha causa mediata
55200,2016S009589    ,No hi ha causa mediata
55201,2016S009609    ,No hi ha causa mediata
55202,2016S009925    ,No hi ha causa mediata
55203,2016S002160    ,No hi ha causa mediata
55204,2016S000385    ,No hi ha causa mediata
55205,2016S008666    ,No hi ha causa mediata
55206,2016S004206    ,No hi ha causa mediata
55207,2016S000513    ,No hi ha causa mediata
55208,2016S005678    ,No hi ha causa mediata
55209,2016S004444    ,Alcoholèmia
55210,2016S003117    ,No hi ha causa mediata
55211,2016S007053    ,No hi ha causa mediata
55212,2016S003650    ,No hi ha causa mediata
55213,2016S003282    ,No hi ha causa mediata
55214,2016S007167    ,No hi ha causa mediata
55215,2016S007549    ,No hi ha causa mediata
55216,2016S007669    ,No hi ha causa mediata
55217,2016S006022    ,No hi ha causa mediata
55218,2016S000967    ,No hi ha causa mediata
55219,2016S001049    ,No hi ha causa mediata
55220,2016S000060    ,No hi ha causa mediata
55221,2016S000398    ,No hi ha causa mediata
55222,2016S007411    ,No hi ha causa mediata
55223,2016S002092    ,No hi ha causa mediata
55224,2016S006466    ,No hi ha causa mediata
55225,2016S002967    ,No hi ha causa mediata
55226,2016S003385    ,No hi ha causa mediata
55227,2016S006026    ,No hi ha causa mediata
55228,2016S002161    ,No hi ha causa mediata
55229,2016S009743    ,No hi ha causa mediata
55230,2016S003493    ,No hi ha causa mediata
55231,2016S004472    ,No hi ha causa mediata
55232,2016S002753    ,No hi ha causa mediata
55233,2016S008119    ,No hi ha causa mediata
55234,2016S001993    ,No hi ha causa mediata
55235,2016S001818    ,No hi ha causa mediata
55236,2016S005706    ,No hi ha causa mediata
55237,2016S008945    ,No hi ha causa mediata
55238,2016S002220    ,No hi ha causa mediata
55239,2016S002799    ,No hi ha causa mediata
55240,2016S007827    ,No hi ha causa mediata
55241,2016S006614    ,No hi ha causa mediata
55242,2016S008967    ,No hi ha causa mediata
55243,2016S006536    ,Alcoholèmia
55244,2016S004282    ,No hi ha causa mediata
55245,2016S008058    ,No hi ha causa mediata
55246,2016S003508    ,No hi ha causa mediata
55247,2016S009938    ,No hi ha causa mediata
55248,2016S007993    ,No hi ha causa mediata
55249,2016S001574    ,No hi ha causa mediata
55250,2016S008142    ,No hi ha causa mediata
55251,2016S002402    ,No hi ha causa mediata
55252,2016S006871    ,No hi ha causa mediata
55253,2016S009300    ,No hi ha causa mediata
55254,2016S002985    ,No hi ha causa mediata
55255,2016S001092    ,No hi ha causa mediata
55256,2016S003389    ,No hi ha causa mediata
55257,2016S010054    ,No hi ha causa mediata
55258,2016S001903    ,No hi ha causa mediata
55259,2016S001262    ,No hi ha causa mediata
55260,2016S005018    ,No hi ha causa mediata
55261,2016S000766    ,No hi ha causa mediata
55262,2016S006611    ,No hi ha causa mediata
55263,2016S002550    ,No hi ha causa mediata
55264,2016S008595    ,No hi ha causa mediata
55265,2016S000665    ,No hi ha causa mediata
55266,2016S004326    ,No hi ha causa mediata
55267,2016S005129    ,No hi ha causa mediata
55268,2016S001567    ,No hi ha causa mediata
55269,2016S009232    ,No hi ha causa mediata
55270,2016S009413    ,No hi ha causa mediata
55271,2016S005843    ,No hi ha causa mediata
55272,2016S004710    ,No hi ha causa mediata
55273,2016S006168    ,No hi ha causa mediata
55274,2016S002649    ,No hi ha causa mediata
55275,2016S008949    ,No hi ha causa mediata
55276,2016S004231    ,No hi ha causa mediata
55277,2016S004394    ,No hi ha causa mediata
55278,2016S003488    ,No hi ha causa mediata
55279,2016S008306    ,No hi ha causa mediata
55280,2016S002749    ,No hi ha causa mediata
55281,2016S000884    ,No hi ha causa mediata
55282,2016S005081    ,No hi ha causa mediata
55283,2016S008935    ,No hi ha causa mediata
55284,2016S003271    ,No hi ha causa mediata
55285,2016S004947    ,No hi ha causa mediata
55286,2016S003772    ,No hi ha causa mediata
55287,2016S005106    ,No hi ha causa mediata
55288,2016S003624    ,No hi ha causa mediata
55289,2016S005240    ,No hi ha causa mediata
55290,2016S003565    ,No hi ha causa mediata
55291,2016S004404    ,No hi ha causa mediata
55292,2016S005134    ,No hi ha causa mediata
55293,2016S006254    ,No hi ha causa mediata
55294,2016S000793    ,No hi ha causa mediata
55295,2016S005942    ,No hi ha causa mediata
55296,2016S000739    ,No hi ha causa mediata
55297,2016S004463    ,No hi ha causa mediata
55298,2016S008097    ,No hi ha causa mediata
55299,2016S006568    ,No hi ha causa mediata
55300,2016S003455    ,No hi ha causa mediata
55301,2016S009414    ,No hi ha causa mediata
55302,2016S005458    ,No hi ha causa mediata
55303,2016S000116    ,No hi ha causa mediata
55304,2016S004376    ,No hi ha causa mediata
55305,2016S005312    ,No hi ha causa mediata
55306,2016S005166    ,No hi ha causa mediata
55307,2016S008401    ,No hi ha causa mediata
55308,2016S001583    ,No hi ha causa mediata
55309,2016S007029    ,No hi ha causa mediata
55310,2016S005973    ,No hi ha causa mediata
55311,2016S004104    ,No hi ha causa mediata
55312,2016S003073    ,No hi ha causa mediata
55313,2016S006351    ,No hi ha causa mediata
55314,2016S003849    ,No hi ha causa mediata
55315,2016S006544    ,No hi ha causa mediata
55316,2016S008871    ,Alcoholèmia
55317,2016S008035    ,No hi ha causa mediata
55318,2016S002769    ,No hi ha causa mediata
55319,2016S004965    ,No hi ha causa mediata
55320,2016S003857    ,No hi ha causa mediata
55321,2016S006366    ,No hi ha causa mediata
55322,2016S008300    ,No hi ha causa mediata
55323,2016S007637    ,No hi ha causa mediata
55324,2016S003731    ,No hi ha causa mediata
55325,2016S009596    ,No hi ha causa mediata
55326,2016S007248    ,No hi ha causa mediata
55327,2016S007494    ,No hi ha causa mediata
55328,2016S003519    ,Drogues o medicaments
55329,2016S003519    ,Excés de velocitat o inadequada
55330,2016S004033    ,No hi ha causa mediata
55331,2016S002091    ,No hi ha causa mediata
55332,2016S004978    ,No hi ha causa mediata
55333,2016S000268    ,No hi ha causa mediata
55334,2016S007571    ,No hi ha causa mediata
55335,2016S007730    ,No hi ha causa mediata
55336,2016S000717    ,No hi ha causa mediata
55337,2016S005803    ,No hi ha causa mediata
55338,2016S007087    ,No hi ha causa mediata
55339,2016S004044    ,No hi ha causa mediata
55340,2016S000168    ,No hi ha causa mediata
55341,2016S002233    ,Alcoholèmia
55342,2016S009673    ,No hi ha causa mediata
55343,2016S006284    ,Alcoholèmia
55344,2016S006987    ,No hi ha causa mediata
55345,2016S003176    ,No hi ha causa mediata
55346,2016S009664    ,No hi ha causa mediata
55347,2016S009572    ,No hi ha causa mediata
55348,2016S005792    ,No hi ha causa mediata
55349,2016S006560    ,No hi ha causa mediata
55350,2016S001956    ,No hi ha causa mediata
55351,2016S009496    ,No hi ha causa mediata
55352,2016S001365    ,No hi ha causa mediata
55353,2016S007390    ,No hi ha causa mediata
55354,2016S002431    ,No hi ha causa mediata
55355,2016S006262    ,No hi ha causa mediata
55356,2016S005530    ,No hi ha causa mediata
55357,2016S008651    ,No hi ha causa mediata
55358,2016S005031    ,No hi ha causa mediata
55359,2016S009926    ,No hi ha causa mediata
55360,2016S003505    ,No hi ha causa mediata
55361,2016S004641    ,No hi ha causa mediata
55362,2016S002462    ,No hi ha causa mediata
55363,2016S004649    ,No hi ha causa mediata
55364,2016S007334    ,No hi ha causa mediata
55365,2016S009600    ,No hi ha causa mediata
55366,2016S000372    ,No hi ha causa mediata
55367,2016S005584    ,No hi ha causa mediata
55368,2016S004779    ,No hi ha causa mediata
55369,2016S002681    ,No hi ha causa mediata
55370,2016S002129    ,No hi ha causa mediata
55371,2016S002564    ,No hi ha causa mediata
55372,2016S003758    ,No hi ha causa mediata
55373,2016S009261    ,No hi ha causa mediata
55374,2016S004936    ,No hi ha causa mediata
55375,2016S006143    ,Alcoholèmia
55376,2016S007613    ,No hi ha causa mediata
55377,2016S006542    ,No hi ha causa mediata
55378,2016S009030    ,No hi ha causa mediata
55379,2016S008622    ,No hi ha causa mediata
55380,2016S004351    ,No hi ha causa mediata
55381,2016S006711    ,No hi ha causa mediata
55382,2016S003710    ,No hi ha causa mediata
55383,2016S002586    ,No hi ha causa mediata
55384,2016S003701    ,No hi ha causa mediata
55385,2016S008953    ,No hi ha causa mediata
55386,2016S004501    ,No hi ha causa mediata
55387,2016S007986    ,No hi ha causa mediata
55388,2016S006757    ,No hi ha causa mediata
55389,2016S006759    ,No hi ha causa mediata
55390,2016S000550    ,No hi ha causa mediata
55391,2016S006379    ,No hi ha causa mediata
55392,2016S007265    ,No hi ha causa mediata
55393,2016S008166    ,No hi ha causa mediata
55394,2016S005408    ,No hi ha causa mediata
55395,2016S009052    ,No hi ha causa mediata
55396,2016S004563    ,No hi ha causa mediata
55397,2016S002908    ,No hi ha causa mediata
55398,2016S002519    ,No hi ha causa mediata
55399,2016S007158    ,No hi ha causa mediata
55400,2016S001346    ,Alcoholèmia
55401,2016S000069    ,Calçada en mal estat
55402,2016S006119    ,No hi ha causa mediata
55403,2016S001722    ,No hi ha causa mediata
55404,2016S006363    ,No hi ha causa mediata
55405,2016S002770    ,No hi ha causa mediata
55406,2016S003845    ,No hi ha causa mediata
55407,2016S003353    ,No hi ha causa mediata
55408,2016S004113    ,Alcoholèmia
55409,2016S008788    ,No hi ha causa mediata
55410,2016S001947    ,No hi ha causa mediata
55411,2016S006212    ,No hi ha causa mediata
55412,2016S006535    ,No hi ha causa mediata
55413,2016S007368    ,No hi ha causa mediata
55414,2016S007908    ,No hi ha causa mediata
55415,2016S000763    ,No hi ha causa mediata
55416,2016S005382    ,No hi ha causa mediata
55417,2016S004508    ,No hi ha causa mediata
55418,2016S001422    ,No hi ha causa mediata
55419,2016S002012    ,No hi ha causa mediata
55420,2016S005241    ,No hi ha causa mediata
55421,2016S006974    ,No hi ha causa mediata
55422,2016S009351    ,No hi ha causa mediata
55423,2016S004881    ,No hi ha causa mediata
55424,2016S000485    ,No hi ha causa mediata
55425,2016S003358    ,No hi ha causa mediata
55426,2016S003370    ,No hi ha causa mediata
55427,2016S007310    ,No hi ha causa mediata
55428,2016S002974    ,No hi ha causa mediata
55429,2016S001415    ,No hi ha causa mediata
55430,2016S010005    ,Alcoholèmia
55431,2016S000677    ,No hi ha causa mediata
55432,2016S003869    ,No hi ha causa mediata
55433,2016S005270    ,No hi ha causa mediata
55434,2016S006502    ,No hi ha causa mediata
55435,2016S004445    ,No hi ha causa mediata
55436,2016S003899    ,No hi ha causa mediata
55437,2016S008087    ,No hi ha causa mediata
55438,2016S007801    ,No hi ha causa mediata
55439,2016S009752    ,No hi ha causa mediata
55440,2016S003521    ,No hi ha causa mediata
55441,2016S005634    ,No hi ha causa mediata
55442,2016S006216    ,Alcoholèmia
55443,2016S000451    ,No hi ha causa mediata
55444,2016S001985    ,No hi ha causa mediata
55445,2016S003332    ,No hi ha causa mediata
55446,2016S004168    ,No hi ha causa mediata
55447,2016S006886    ,No hi ha causa mediata
55448,2016S002855    ,No hi ha causa mediata
55449,2016S001048    ,No hi ha causa mediata
55450,2016S001664    ,No hi ha causa mediata
55451,2016S009400    ,Alcoholèmia
55452,2016S006658    ,No hi ha causa mediata
55453,2016S002214    ,No hi ha causa mediata
55454,2016S000286    ,No hi ha causa mediata
55455,2016S005616    ,No hi ha causa mediata
55456,2016S002184    ,No hi ha causa mediata
55457,2016S009619    ,No hi ha causa mediata
55458,2016S008730    ,No hi ha causa mediata
55459,2016S009501    ,No hi ha causa mediata
55460,2016S006108    ,No hi ha causa mediata
55461,2016S000555    ,No hi ha causa mediata
55462,2016S005610    ,No hi ha causa mediata
55463,2016S005198    ,No hi ha causa mediata
55464,2016S006728    ,No hi ha causa mediata
55465,2016S007712    ,No hi ha causa mediata
55466,2016S006010    ,No hi ha causa mediata
55467,2016S007093    ,Alcoholèmia
55468,2016S006454    ,No hi ha causa mediata
55469,2016S000913    ,No hi ha causa mediata
55470,2016S008565    ,No hi ha causa mediata
55471,2016S006925    ,No hi ha causa mediata
55472,2016S000639    ,No hi ha causa mediata
55473,2016S001066    ,No hi ha causa mediata
55474,2016S002947    ,No hi ha causa mediata
55475,2016S005724    ,No hi ha causa mediata
55476,2016S005292    ,No hi ha causa mediata
55477,2016S007945    ,No hi ha causa mediata
55478,2016S007579    ,Calçada en mal estat
55479,2016S006252    ,No hi ha causa mediata
55480,2016S005688    ,No hi ha causa mediata
55481,2016S008313    ,No hi ha causa mediata
55482,2016S005557    ,No hi ha causa mediata
55483,2016S003838    ,No hi ha causa mediata
55484,2016S001928    ,No hi ha causa mediata
55485,2016S008625    ,No hi ha causa mediata
55486,2016S002532    ,No hi ha causa mediata
55487,2016S004986    ,No hi ha causa mediata
55488,2016S004940    ,No hi ha causa mediata
55489,2016S001480    ,No hi ha causa mediata
55490,2016S008618    ,No hi ha causa mediata
55491,2016S005643    ,No hi ha causa mediata
55492,2016S003174    ,No hi ha causa mediata
55493,2016S001804    ,No hi ha causa mediata
55494,2016S000874    ,No hi ha causa mediata
55495,2016S004481    ,No hi ha causa mediata
55496,2016S008807    ,No hi ha causa mediata
55497,2016S005883    ,No hi ha causa mediata
55498,2016S005287    ,No hi ha causa mediata
55499,2016S003156    ,No hi ha causa mediata
55500,2016S008476    ,No hi ha causa mediata
55501,2016S004173    ,No hi ha causa mediata
55502,2016S007840    ,No hi ha causa mediata
55503,2016S000496    ,No hi ha causa mediata
